eap,parameter
1.41902934837,ability[0]
0.715129204461,ability[1]
1.12526096439,ability[2]
1.04748503191,ability[3]
0.7782341483,ability[4]
1.49714310934,ability[5]
0.997110030777,ability[6]
1.19992907316,ability[7]
1.2119093223,ability[8]
1.46502738499,ability[9]
0.901014068856,ability[10]
0.158087069511,ability[11]
0.725412782228,ability[12]
1.05757556051,ability[13]
0.724357103104,ability[14]
1.53843590018,ability[15]
1.17669591107,ability[16]
0.777576318946,ability[17]
1.13124992121,ability[18]
0.79112805858,ability[19]
0.964848616825,ability[20]
1.05348885821,ability[21]
0.998669561978,ability[22]
1.54874434562,ability[23]
1.66546669837,ability[24]
0.720201863798,ability[25]
0.40642475467,ability[26]
1.65493063272,ability[27]
1.44339205326,ability[28]
1.15067501653,ability[29]
0.4555071408,ability[30]
1.11875574606,ability[31]
0.712625131638,ability[32]
0.797340030036,ability[33]
1.04520392792,ability[34]
1.03100955276,ability[35]
1.07772974991,ability[36]
1.32857802426,ability[37]
0.734019817434,ability[38]
1.52451854515,ability[39]
1.17751426156,ability[40]
1.23009194209,ability[41]
1.09653869521,ability[42]
1.07972748948,ability[43]
0.397267018242,ability[44]
1.88296531808,ability[45]
0.975477435345,ability[46]
0.886105757268,ability[47]
1.09180549168,ability[48]
0.593168584403,ability[49]
0.285851582347,ability[50]
0.574610312304,ability[51]
0.824107525043,ability[52]
1.09056363289,ability[53]
1.66103677251,ability[54]
0.913822120455,ability[55]
0.354173894274,ability[56]
0.770822350504,ability[57]
1.27356372417,ability[58]
1.07608202059,ability[59]
0.969896232927,ability[60]
1.20038828359,ability[61]
1.41729826476,ability[62]
1.43988237054,ability[63]
0.977532413349,ability[64]
0.807509863215,ability[65]
0.882606193653,ability[66]
0.81100630822,ability[67]
1.01239060297,ability[68]
1.10337729109,ability[69]
0.298432556086,ability[70]
1.20810771061,ability[71]
1.23739796694,ability[72]
1.18710369466,ability[73]
0.757655284394,ability[74]
1.88880638727,ability[75]
1.56923286252,ability[76]
1.71245305483,ability[77]
1.24387826715,ability[78]
1.23223099671,ability[79]
1.42851388552,ability[80]
1.29088362246,ability[81]
0.883035346444,ability[82]
0.522503345149,ability[83]
0.551169750626,ability[84]
0.775315921261,ability[85]
0.779241423637,ability[86]
0.907325633791,ability[87]
0.284324128557,ability[88]
1.17072914583,ability[89]
1.39126599086,ability[90]
1.15962687647,ability[91]
0.626783606718,ability[92]
0.709935197365,ability[93]
0.980246168953,ability[94]
